manufacturer,model_name,screen_size_inches,screen,cpu,ram_GB,storage,os,os_version,weight,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,Thinkpad P50,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.5kg,"2370,00",Nvidia,Intel,3840,2160,2.7
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.8kg,"636,00",Intel,Intel,1920,1080,2.4
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,1.95kg,"2899,00",Nvidia,Intel,1920,1080,2.8
Asus,Vivobook Max,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Windows,10,2kg,"581,90",Intel,Intel,1920,1080,1.1
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Windows,10,4.42kg,"3588,80",Nvidia,Intel,1920,1080,2.8
Asus,Rog G752VS-BA171T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,4.3kg,"2350,00",Nvidia,Intel,1920,1080,2.6
Toshiba,Tecra Z40-C-161,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.47kg,"1764,00",Nvidia,Intel,1920,1080,2.6
Lenovo,IdeaPad 110-15IBR,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,No OS,Version Unknown,2.2kg,"329,00",Intel,Intel,1366,768,1.6
Lenovo,ThinkPad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.7kg,"2299,00",Intel,Intel,1920,1080,2.7
Micro-Star International,GS43VR 7RE,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,1.6kg,"1891,00",Nvidia,Intel,1920,1080,2.8
Micro-Star International,GL62M (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2kg,"1089,00",Nvidia,Intel,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Windows,10,2.4kg,"999,00",Nvidia,Intel,1920,1080,2.8
Acer,Predator G9-793,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.2kg,"2299,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.62kg,"985,00",Nvidia,Intel,1920,1080,2.5
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.24kg,"1339,00",Nvidia,Intel,1920,1080,2.8
Vero,K146 (N3350/4GB/32GB/W10),14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.22kg,"202,90",Intel,Intel,1920,1080,1.1
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.37kg,"1970,00",Intel,Intel,1920,1080,2.7
Lenovo,Yoga 510-15IKB,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.08kg,"959,00",AMD,Intel,1920,1080,2.5
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,macOS,X,0.920kg,"1165,00",Intel,Intel,2304,1440,1.2
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.42kg,"2330,00",Intel,Intel,2560,1440,2.5
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.63kg,"299,00",Intel,Intel,1366,768,1.1
Dell,Latitude 3580,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.95kg,"810,00",Intel,Intel,1366,768,2.5
Lenovo,Yoga 910-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.38kg,"1349,00",Intel,Intel,1920,1080,2.7
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2kg,"739,00",AMD,Intel,1920,1080,2.0
HP,ZBook 17,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.14kg,"2064,90",Nvidia,Intel,1920,1080,2.8
Asus,Pro P2540UA-XS51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.37kg,"1099,00",Intel,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29kg,"1499,00",Intel,Intel,1920,1080,2.5
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.06kg,"1749,00",Nvidia,Intel,3840,2160,2.5
Dell,Latitude 3180,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Windows,10,1.63kg,"744,00",Intel,Intel,1366,768,1.1
HP,EliteBook 820,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.26kg,"1389,00",Intel,Intel,1366,768,2.6
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1kg,"780,00",Intel,Intel,1366,768,2.3
HP,15-ba043na (A12-9700P/8GB/2TB/W10),15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,Windows,10,2.04kg,"629,00",AMD,AMD,1366,768,2.5
Dell,Inspiron 7567,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.62kg,"1679,00",Nvidia,Intel,3840,2160,2.8
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.4kg,"609,00",Nvidia,Intel,1920,1080,2.5
HP,Omen 17-an012dx,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.74kg,"1749,00",AMD,Intel,1920,1080,2.8
Micro-Star International,GE72MVR 7RG,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,2.9kg,"2415,00",Nvidia,Intel,1920,1080,2.8
Samsung,Notebook 9,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,0.81kg,"1499,00",Intel,Intel,1920,1080,2.5
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.98kg,"961,00",Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18kg,"789,81",AMD,Intel,1920,1080,2.5
Lenovo,Thinkpad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32kg,"1859,00",Intel,Intel,1920,1080,2.7
Razer,Blade Stealth,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Windows,10,1.29kg,"1799,00",Intel,Intel,3840,2160,2.5
HP,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.23kg,"385,00",Intel,Intel,1366,768,1.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.36kg,"2505,02",Nvidia,Intel,1920,1080,2.8
Dell,Latitude 3480,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.76kg,"755,00",Intel,Intel,1366,768,2.3
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.1kg,"489,90",Intel,Intel,1366,768,2.0
Toshiba,Tecra X40-D-10Z,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.25kg,"1090,00",Intel,Intel,1366,768,2.5
Lenovo,Thinkpad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.13kg,"2499,00",Intel,Intel,1920,1080,2.7
Micro-Star International,GL62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.4kg,"1199,00",Nvidia,Intel,1920,1080,2.5
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB Flash Storage,Windows,10,1.13kg,"1875,00",Intel,Intel,1920,1080,2.5
Toshiba,Satellite Pro,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Windows,10,1.75kg,"499,00",Intel,Intel,1366,768,2.1
Asus,ZenBook Flip,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1kg,"1358,00",Intel,Intel,1920,1080,2.5
Dell,Latitude 3480,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.76kg,"585,00",Intel,Intel,1366,768,2.0
Acer,Chromebook 11,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.35kg,"355,00",Intel,Intel,1366,768,1.6
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Windows,10,1.5kg,"619,00",Intel,Intel,1920,1080,2.4
Razer,Blade Pro,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Windows,10,3.49kg,"5499,00",Nvidia,Intel,3840,2160,2.9
Lenovo,Thinkpad X1,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.1kg,"2099,00",Intel,Intel,2560,1440,2.6
Asus,VivoBook Max,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Linux,Version Unknown,2.1kg,"519,00",Nvidia,Intel,1920,1080,2.5
Lenovo,Thinkpad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.7kg,"1186,00",Intel,Intel,1920,1080,2.3
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.32kg,"1650,00",Intel,Intel,1920,1080,2.6
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21kg,"2774,63",Nvidia,Intel,1920,1080,2.8
Asus,Rog GL702VS-BA023T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9kg,"2419,00",Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.0kg,"669,00",Intel,Intel,1366,768,2.4
Lenovo,N42-20 Chromebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.5kg,"325,00",Intel,Intel,1366,768,1.6
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB HDD,Windows,10,2.3kg,"590,00",Intel,Intel,1920,1080,2.5
Asus,Rog GL702VM-GC017T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Windows,10,2.73kg,"1799,00",Nvidia,Intel,1920,1080,2.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Windows,10,4.42kg,"3072,89",Nvidia,Intel,1920,1080,2.8
HP,ProBook 470,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.63kg,"910,00",Nvidia,Intel,1600,900,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,2.18kg,"713,99",Intel,Intel,1366,768,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,7,1.54kg,"1870,00",Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Windows,10,2.18kg,"739,00",AMD,Intel,1920,1080,2.7
HP,Chromebook X360,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.4kg,"615,00",Intel,Intel,1366,768,1.1
Asus,ZenBook UX310UQ-GL026T,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Windows,10,1.45kg,"1026,00",Nvidia,Intel,1920,1080,2.3
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.28kg,"2277,00",Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.54kg,"1468,00",Intel,Intel,1920,1080,2.5
HP,250 G6,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,No OS,Version Unknown,1.86kg,"299,00",Intel,Intel,1366,768,1.6
Asus,Rog GL502VM-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.1kg,"1899,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5767,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Linux,Version Unknown,2.83kg,"865,00",AMD,Intel,1920,1080,2.7
Lenovo,ThinkPad T470p,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.96kg,"1903,00",Nvidia,Intel,1920,1080,2.8
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.3kg,"787,00",Nvidia,Intel,1920,1080,2.7
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.9kg,"945,00",Intel,Intel,1920,1080,2.5
Asus,X541NA (N4200/4GB/1TB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2kg,"449,00",Intel,Intel,1366,768,1.1
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.28kg,"2559,00",Intel,Intel,1920,1080,2.8
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,1.62kg,"649,00",Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,2.2kg,"469,00",Intel,Intel,1920,1080,2.0
Lenovo,ThinkPad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.3kg,"850,66",Intel,Intel,1920,1080,2.5
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.84kg,"1349,00",AMD,Intel,1920,1080,2.6
Toshiba,Portege X30-D-10X,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.05kg,"1285,00",Intel,Intel,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.5kg,"1017,00",Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Windows,10,1.29kg,"2240,00",Intel,Intel,3200,1800,2.5
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.07kg,"910,00",Intel,Intel,1920,1080,2.3
Toshiba,Portégé Z30-C-188,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2kg,"1095,00",Intel,Intel,1366,768,2.3
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.37kg,"1950,00",Intel,Intel,1920,1080,2.7
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.56kg,"902,00",Intel,Intel,1920,1080,2.5
Dell,Precision 3520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.23kg,"1778,00",Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad L570,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.38kg,"1055,00",Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,2.2kg,"479,00",AMD,Intel,1920,1080,2.0
Toshiba,Tecra A50-D-11D,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.0kg,"1388,00",Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1GB SSD,Windows,10,1.44kg,"735,00",Intel,Intel,1920,1080,2.4
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.23kg,"1849,00",Nvidia,Intel,1920,1080,2.7
Dell,Latitude 7280,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.6kg,"1690,00",Intel,Intel,1920,1080,2.8
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Linux,Version Unknown,2kg,"398,99",Intel,Intel,1366,768,1.1
Xiaomi,Mi Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.28kg,"935,00",Nvidia,Intel,1920,1080,2.3
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD +  1TB HDD,Windows,10,2.18kg,"912,50",Nvidia,Intel,1920,1080,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04kg,"839,00",Intel,Intel,1920,1080,2.5
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28kg,"1700,00",Intel,Intel,1920,1080,2.5
HP,Pavilion x360,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3kg,"684,80",Intel,Intel,1366,768,2.5
Asus,VivoBook L402NA,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.65kg,"348,00",Intel,Intel,1366,768,1.1
Lenovo,IdeaPad 510-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Windows,10,2.2kg,"669,00",Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Windows,10,2.2kg,"369,00",Intel,Intel,1366,768,1.6
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28kg,"1799,00",Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.18kg,"455,70",AMD,Intel,1366,768,2.0
Asus,Rog GL753VD-GC082T,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD +  1TB HDD,Windows,10,2.2kg,"1369,90",Nvidia,Intel,1920,1080,2.5
Acer,Chromebook C731-C78G,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25kg,"297,00",Intel,Intel,1366,768,1.6
Lenovo,IdeaPad 110-17ACL,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500GB HDD,Windows,10,2.8kg,"379,00",AMD,AMD,1600,900,2.2
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.95kg,"1265,00",Intel,Intel,1920,1080,2.5
HP,Envy x360,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.42kg,"1399,00",Intel,Intel,3200,1800,2.7
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.17kg,"1699,00",Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.32kg,"1799,00",Intel,Intel,1920,1080,2.5
Micro-Star International,GS73VR Stealth,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  2TB HDD,Windows,10,2.43kg,"2649,00",Nvidia,Intel,3840,2160,2.6
Toshiba,Portege X30-D-10V,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05kg,"1475,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Linux,Version Unknown,2.62kg,"929,00",Nvidia,Intel,1920,1080,2.8
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.04kg,"900,00",Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Windows,10,2.18kg,"614,00",AMD,Intel,1366,768,2.0
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9kg,"935,00",Intel,Intel,1920,1080,2.6
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8,512GB SSD,Windows,10,1.24kg,"2013,10",Intel,Intel,3200,1800,1.3
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  256GB SSD,Windows,10,3.58kg,"1279,00",Nvidia,Intel,1920,1080,2.7
Dell,XPS 13,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16,256GB SSD,Windows,10,1.22kg,"1649,00",Intel,Intel,1920,1080,1.3
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB Flash Storage,Windows,10,1.13kg,"2049,00",Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512GB SSD,Windows,10,1.95kg,"1962,99",Intel,Intel,1920,1080,2.5
LG,Gram 15Z970,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.08kg,"2099,00",Intel,Intel,1920,1080,2.7
HP,Elitebook 820,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.26kg,"1483,00",Intel,Intel,1920,1080,2.7
Acer,Chromebook CB5-571-C1DZ,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,2.20kg,"359,00",Intel,Intel,1920,1080,1.5
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,2.6kg,"789,00",Nvidia,Intel,1920,1080,2.3
LG,Gram 14Z970,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,0.98kg,"1899,00",Intel,Intel,1920,1080,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.6kg,"1205,00",Intel,Intel,1920,1080,2.8
HP,Elitebook Folio,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,240GB SSD,Windows,10,1.09kg,"3100,00",Intel,Intel,3840,2160,1.2
Lenovo,IdeaPad 510-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Windows,10,2.2kg,"789,00",Nvidia,Intel,1920,1080,2.7
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.04kg,"1018,99",Nvidia,Intel,1920,1080,2.7
Acer,Aspire E5-575,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.4kg,"499,00",Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.44kg,"881,00",Intel,Intel,1920,1080,2.5
